"","Source","Target","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"206","7450","8511",0.0704702051997567,"Labour recruitment and provision of personnel","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",832
"207","5212","8511",-0.534332204562191,"Other retail sale in non-specialised stores","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",144
"208","5010","8511",-0.82719758579452,"Sale of new and used motor vehicles","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",16
"209","7470","8511",-0.247013028262871,"Traditional cleaning services,Window cleaning services,Specialised cleaning services,Furnace and chimney cleaning services,Cleaning activities not elsewhere classified,Disinfecting and exterminating services","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",219
"210","5248","8511",-0.704511758320741,"Retail sale of photographic, optical and precision equipment, office supplies and equipment (incl. computers),Retail sale of sports goods, games and toys, stamps and coins, Retail sale of mobile telephones, Retail sale of floor coverings Other retail sale in specialised stores n.e.c., Other retail sale  in specialised stores n.e.c., Retail sale of jewellery, clocks and watches ,Retail sale in commercial art galleries,Retail sale by opticians","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA, NA, NA, NA","NA","NA, NA, NA, NA","NA",63
"211","5242","8511",-0.658819085214602,"Retail sale of adults' fur and leather clothing, children's and infants' clothing, other women's clothing, other men's clothing","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",99
"212","6021","8511",-0.6977668412292,"Urban and suburban passenger railway transportation by underground, metro and similar systems, Other scheduled passenger land transport n.e.c.","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",27
"213","7412","8511",-0.726682614368842,"Accounting and auditing activities,Book-keeping activities,Tax consultancy","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",31
"214","8514","8511",0.760900457895879,"Other human health activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",2572
"215","7415","8511",-0.829396602289902,"Management activities of other non-financial holding companies,production holding companies, construction holding companies, wholesale holding companies, motor trades holding companies, retail holding companies, Management activities of transport holding companies, catering holding companies, service trades holding companies","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA, NA","NA","NA, NA","NA",51
"216","6601","8511",-0.806667306752447,"Life insurance","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",31
"217","6210","8511",-0.806985637312388,"Scheduled passenger air transport,Other scheduled air transport","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",12
"218","7530","8511",-0.579645980108917,"Compulsory social security activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",38
"219","6603","8511",-0.259726762282656,"Non-life insurance","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",87
"220","6720","8511",-0.830774285472874,"Activities auxiliary to insurance and pension funding","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",21
"221","8512","8511",0.605922122494643,"Medical practice activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",807
"222","7220","8511",-0.886057077665468,"","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","","NA","","NA",10
"223","5530","8511",-0.462714530751996,"Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",105
"224","5552","8511",-0.240247797029968,"Catering","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",124
"225","7512","8511",0.43331409221182,"Regulation of the activities of agencies that provide health care, education, cultural services and other social services, excluding social security","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",968
"226","2222","8511",-0.815755216876842,"Other printing, Other printing","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA, NA","NA","NA, NA","NA",13
"227","7460","8511",-0.649141115791504,"Security and related activities, Investigation activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA, NA","NA","NA, NA","NA",31
"228","6330","8511",-0.782378987597899,"Activities of travel agencies, organisers,tour guides,Other tourist assistance activities n.e.c.","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",16
"229","8042","8511",-0.607790249782915,"Other adult and other education n.e.c., Activities of private training providers","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA, NA","NA","NA, NA","NA",55
"230","7414","8511",-0.636485822231681,"Business and management consultancy activities, n.e.c., Public relations activities,Financial management,General management consultancy activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA, NA","NA","NA, NA","NA",34
"231","7484","8511",-0.71954180928939,"","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","","NA","","NA",42
"232","4531","8511",-0.800541394587531,"Installation of electrical wiring and fittings","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",12
"233","7523","8511",-0.412885186286374,"Justice and judicial activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",44
"234","5020","8511",-0.831030317768223,"Maintenance and repair of motor vehicles","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",11
"235","9271","8511",-0.610123029154171,"Gambling and betting activities","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",30
"236","4010","8511",-0.194177253644163,"","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","","NA","","NA",120
"237","5511","8511",-0.450110948317466,"","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","","NA","","NA",63
"238","8022","8511",-0.425286625812653,"Technical and vocational secondary education","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",76
"239","5246","8511",-0.565423133731298,"Retail sale of hardware, paints and glass","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",27
"240","7031","8511",-0.633342957931626,"Real estate agencies","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",31
"241","3320","8511",-0.809169221775033,"Manufacture of electronic instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment, Manufacture of non-electronic instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment, Manufacture of non-electronic instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA, NA, NA","NA","NA, NA, NA","NA",13
"242","7310","8511",-0.481491811119244,"Research and experimental development on natural sciences and engineering","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",46
"243","7020","8511",-0.251866983316701,"Other letting of own property, Letting of conference and exhibition centres","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA","NA","NA","NA",71
"244","2442","8511",-0.624638723896788,"Manufacture of medicaments, Manufacture of non-medicaments","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA, NA","NA","NA, NA","NA",15
"245","9262","8511",-0.419893227950834,"Other sporting activities not elsewhere classified, Activities of racehorse owners","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA, NA","NA","NA, NA","NA",57
"246","5147","8511",-0.738311977361569," Wholesale of photographic goods, Wholesale of other household goods n.e.c., Wholesale of furniture,jewellery, imitation jewellery, musical instruments, toys and games,travel and fancy goods","Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","NA, NA","NA","NA, NA","NA",23
