"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"1249","8219","8299",0.97056111294886,"Specialised office support","Other","Office admin, business support","Office admin, business support","Business services","Business services",13
"1250","6419","6612",0.613227214916019,"Other monetary intermediation","Security,commodity contract broking","Financial, insurance, pension","Auxiliary financial services","Business services","Business services",18
"1251","6619","6612",0.932009730026038,"Other financial services","Security,commodity contract broking","Auxiliary financial services","Auxiliary financial services","Business services","Business services",11
"1252","6612","6612",1,"Security,commodity contract broking","Security,commodity contract broking","Auxiliary financial services","Auxiliary financial services","Business services","Business services",87
"1253","6630","6612",0.984554041498916,"Fund management activities","Security,commodity contract broking","Auxiliary financial services","Auxiliary financial services","Business services ","Business services",10
"1254","8520","9311",0.121758643913534,"Primary","Operation of sports facilities","Education","Sports activities and recreation","Government administrative functions, Education, Health","Other Service activities",69
"1255","8610","9311",-0.501582922664657,"Hospital activities","Operation of sports facilities","Human health activities","Sports activities and recreation","Government administrative functions, Education, Health","Other Service activities",10
"1256","4711","9311",0.0361537101134382,"Food, beverages, tobacco mainly","Operation of sports facilities","Non specialised retail stores","Sports activities and recreation","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",19
"1257","8411","9311",0.750587271120774,"General public administration","Operation of sports facilities","Central/Local Gov. administration","Sports activities and recreation","Government administrative functions, Education, Health","Other Service activities",60
"1258","8542","9311",0.269077001151118,"Tertiary","Operation of sports facilities","Education","Sports activities and recreation","Government administrative functions, Education, Health","Other Service activities",10
"1259","5630","9311",0.332281994944125,"Beverage serving","Operation of sports facilities","Food, beverage service","Sports activities and recreation","Other Service activities","Other Service activities",11
"1260","8532","9311",0.572223489429891,"Technical, vocational secondary","Operation of sports facilities","Education","Sports activities and recreation","Government administrative functions, Education, Health","Other Service activities",10
"1261","5510","9311",0.625686255078783,"Hotels and similar","Operation of sports facilities","Accommodation","Sports activities and recreation","Other Service activities","Other Service activities",12
"1262","9311","9311",1,"Operation of sports facilities","Operation of sports facilities","Sports activities and recreation","Sports activities and recreation","Other Service activities","Other Service activities",147
"1263","9312","9311",0.897529206459367,"Activities of sport clubs","Operation of sports facilities","Sports activities and recreation","Sports activities and recreation","Other Service activities","Other Service activities",23
"1264","8130","9311",0.968716172591489,"Landscape service activities","Operation of sports facilities","Buildings, landscape activities","Sports activities and recreation","Business services","Other Service activities",10
"1265","9004","9311",0.989961452408551,"Operation of arts facilities","Operation of sports facilities","Creative, arts and entertainment","Sports activities and recreation","Other Service activities","Other Service activities",18
"1266","8520","6832",-0.117078893521473,"Primary","Managament of fee/contract basis","Education","Real estate activities","Government administrative functions, Education, Health","Business services ",29
"1267","7820","6832",0.0324128946722523,"Temporary employment agencies","Managament of fee/contract basis","Employment activities","Real estate activities","Business services","Business services ",10
"1268","4120","6832",0.776437198578872,"Residential, non-residential buildings","Managament of fee/contract basis","Construction of buildings","Real estate activities","Construction (including development of real estate)","Business services ",22
