"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"176","3513","4711",-0.335635491167397,"Electricity distribution","Food, beverages, tobacco mainly","Electricity, gas, steam, air con","Non specialised retail stores","Utilities, sewerage, waste and recycling","Wholesale and retail,motor vehicle repair,sale of fuel",10
"177","8730","4711",-0.520204852174379,"Elderly, disabled","Food, beverages, tobacco mainly","Residential care activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",20
"178","5629","4711",-0.376508184488266,"Other food service","Food, beverages, tobacco mainly","Food, beverage service","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",23
"179","8891","4711",-0.161419516496479,"Child day-care","Food, beverages, tobacco mainly","Non residential social work","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",37
"180","8220","4711",-0.56203283178123,"Activities of call centres","Food, beverages, tobacco mainly","Office admin, business support","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",12
"181","8621","4711",-0.577685979435805,"General medical practices","Food, beverages, tobacco mainly","Human health activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"182","4910","4711",-0.261957911205235,"Passenger rail, interurban","Food, beverages, tobacco mainly","Land, pipeline transport","Non specialised retail stores","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",10
"183","8532","4711",-0.546954094010666,"Technical, vocational secondary","Food, beverages, tobacco mainly","Education","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"184","4520","4711",-0.402483640242108,"Maintenance/repair of vehicles","Food, beverages, tobacco mainly","Motor vehicle/cycle trade, repair","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"185","4321","4711",-0.346876913517992,"Electrical installation","Food, beverages, tobacco mainly","Specialised activities","Non specialised retail stores","Construction (including development of real estate)","Wholesale and retail,motor vehicle repair,sale of fuel",10
"186","4752","4711",0.0361070026802819,"Hardware, paints, glass","Food, beverages, tobacco mainly","Specialised retail - household","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",22
"187","7010","4711",-0.269353990181553,"Head office activities","Food, beverages, tobacco mainly","Head offices; mgment consultancy","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",17
"188","6831","4711",-0.310721681509096,"Agencies fee/contract basis","Food, beverages, tobacco mainly","Real estate activities","Non specialised retail stores","Business services ","Wholesale and retail,motor vehicle repair,sale of fuel",10
"189","4754","4711",-0.226460672135147,"Electrical household appliances","Food, beverages, tobacco mainly","Specialised retail - household","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"190","5621","4711",-0.124724612081092,"Event catering","Food, beverages, tobacco mainly","Food, beverage service","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",25
"191","8559","4711",-0.517121884699113,"Other education nec","Food, beverages, tobacco mainly","Other education","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",11
